,date,home_team,away_team,home_team_continent,away_team_continent,home_score,away_score,tournament,city,country,shoot_out,winning_team,losing_team,goals
3342,2010-06-20,Brazil,Côte d'Ivoire,South America,Africa,3.0,1.0,FIFA World Cup,Johannesburg,South Africa,No,Brazil,Côte d'Ivoire,4.0
3343,2010-06-20,Italy,New Zealand,Europe,Oceania,1.0,1.0,FIFA World Cup,Nelspruit,South Africa,No,Draw,Draw,2.0
3344,2010-06-20,Slovakia,Paraguay,Europe,South America,0.0,2.0,FIFA World Cup,Bloemfontein,South Africa,No,Paraguay,Slovakia,2.0
3345,2010-06-21,Chile,Switzerland,South America,Europe,1.0,0.0,FIFA World Cup,Port Elizabeth,South Africa,No,Chile,Switzerland,1.0
3346,2010-06-21,Portugal,Korea DPR,Europe,Asia,7.0,0.0,FIFA World Cup,Cape Town,South Africa,No,Portugal,Korea DPR,7.0
3347,2010-06-21,Spain,Honduras,Europe,North America,2.0,0.0,FIFA World Cup,Johannesburg,South Africa,No,Spain,Honduras,2.0
3348,2010-06-22,Greece,Argentina,Europe,South America,0.0,2.0,FIFA World Cup,Polokwane,South Africa,No,Argentina,Greece,2.0
3349,2010-06-22,Mexico,Uruguay,North America,South America,0.0,1.0,FIFA World Cup,Rustenburg,South Africa,No,Uruguay,Mexico,1.0
3350,2010-06-22,Nigeria,Korea Republic,Africa,Asia,2.0,2.0,FIFA World Cup,Durban,South Africa,No,Draw,Draw,4.0
3351,2010-06-22,South Africa,France,Africa,Europe,2.0,1.0,FIFA World Cup,Bloemfontein,South Africa,No,South Africa,France,3.0
3352,2010-06-23,Australia,Serbia,Oceania,Europe,2.0,1.0,FIFA World Cup,Nelspruit,South Africa,No,Australia,Serbia,3.0
3353,2010-06-23,Ghana,Germany,Africa,Europe,0.0,1.0,FIFA World Cup,Johannesburg,South Africa,No,Germany,Ghana,1.0
3354,2010-06-23,Slovenia,England,Europe,Europe,0.0,1.0,FIFA World Cup,Port Elizabeth,South Africa,No,England,Slovenia,1.0
3355,2010-06-23,USA,Algeria,North America,Africa,1.0,0.0,FIFA World Cup,Pretoria,South Africa,No,USA,Algeria,1.0
3356,2010-06-24,Cameroon,Netherlands,Africa,Europe,1.0,2.0,FIFA World Cup,Cape Town,South Africa,No,Netherlands,Cameroon,3.0
3357,2010-06-24,Denmark,Japan,Europe,Asia,1.0,3.0,FIFA World Cup,Rustenburg,South Africa,No,Japan,Denmark,4.0
3358,2010-06-24,Paraguay,New Zealand,South America,Oceania,0.0,0.0,FIFA World Cup,Polokwane,South Africa,No,Draw,Draw,0.0
3359,2010-06-24,Slovakia,Italy,Europe,Europe,3.0,2.0,FIFA World Cup,Johannesburg,South Africa,No,Slovakia,Italy,5.0
3360,2010-06-25,Chile,Spain,South America,Europe,1.0,2.0,FIFA World Cup,Pretoria,South Africa,No,Spain,Chile,3.0
3361,2010-06-25,Korea DPR,Côte d'Ivoire,Asia,Africa,0.0,3.0,FIFA World Cup,Nelspruit,South Africa,No,Côte d'Ivoire,Korea DPR,3.0
3362,2010-06-25,Portugal,Brazil,Europe,South America,0.0,0.0,FIFA World Cup,Durban,South Africa,No,Draw,Draw,0.0
3363,2010-06-25,Switzerland,Honduras,Europe,North America,0.0,0.0,FIFA World Cup,Bloemfontein,South Africa,No,Draw,Draw,0.0
3364,2010-06-26,Uruguay,Korea Republic,South America,Asia,2.0,1.0,FIFA World Cup,Port Elizabeth,South Africa,No,Uruguay,Korea Republic,3.0
3365,2010-06-26,USA,Ghana,North America,Africa,1.0,2.0,FIFA World Cup,Rustenburg,South Africa,No,Ghana,USA,3.0
3366,2010-06-27,Argentina,Mexico,South America,North America,3.0,1.0,FIFA World Cup,Johannesburg,South Africa,No,Argentina,Mexico,4.0
3367,2010-06-27,Germany,England,Europe,Europe,4.0,1.0,FIFA World Cup,Bloemfontein,South Africa,No,Germany,England,5.0
3368,2010-06-28,Brazil,Chile,South America,South America,3.0,0.0,FIFA World Cup,Johannesburg,South Africa,No,Brazil,Chile,3.0
3369,2010-06-28,Netherlands,Slovakia,Europe,Europe,2.0,1.0,FIFA World Cup,Durban,South Africa,No,Netherlands,Slovakia,3.0
3370,2010-06-29,Paraguay,Japan,South America,Asia,0.0,0.0,FIFA World Cup,Pretoria,South Africa,Yes,Draw,Draw,0.0
3371,2010-06-29,Spain,Portugal,Europe,Europe,1.0,0.0,FIFA World Cup,Cape Town,South Africa,No,Spain,Portugal,1.0
3372,2010-07-02,Netherlands,Brazil,Europe,South America,2.0,1.0,FIFA World Cup,Port Elizabeth,South Africa,No,Netherlands,Brazil,3.0
3373,2010-07-02,Uruguay,Ghana,South America,Africa,1.0,1.0,FIFA World Cup,Johannesburg,South Africa,Yes,Draw,Draw,2.0
3374,2010-07-03,Argentina,Germany,South America,Europe,0.0,4.0,FIFA World Cup,Cape Town,South Africa,No,Germany,Argentina,4.0
3375,2010-07-03,Paraguay,Spain,South America,Europe,0.0,1.0,FIFA World Cup,Johannesburg,South Africa,No,Spain,Paraguay,1.0
3376,2010-07-06,Uruguay,Netherlands,South America,Europe,2.0,3.0,FIFA World Cup,Cape Town,South Africa,No,Netherlands,Uruguay,5.0
3377,2010-07-07,Germany,Spain,Europe,Europe,0.0,1.0,FIFA World Cup,Durban,South Africa,No,Spain,Germany,1.0
3378,2010-07-10,Uruguay,Germany,South America,Europe,2.0,3.0,FIFA World Cup,Port Elizabeth,South Africa,No,Germany,Uruguay,5.0
3379,2010-07-11,Netherlands,Spain,Europe,Europe,0.0,1.0,FIFA World Cup,Johannesburg,South Africa,No,Spain,Netherlands,1.0
3380,2011-06-15,Montserrat,Belize,North America,North America,2.0,5.0,FIFA World Cup qualification,Couva,Trinidad and Tobago,No,Belize,Montserrat,7.0
3381,2011-06-29,Afghanistan,Palestine,Asia,Asia,0.0,2.0,FIFA World Cup qualification,Tursunzoda,Tajikistan,No,Palestine,Afghanistan,2.0
3382,2011-06-29,Bangladesh,Pakistan,Asia,Asia,3.0,0.0,FIFA World Cup qualification,Dhaka,Bangladesh,No,Bangladesh,Pakistan,3.0
3383,2011-06-29,Cambodia,Laos,Asia,Asia,4.0,2.0,FIFA World Cup qualification,Phnom Penh,Cambodia,No,Cambodia,Laos,6.0
3384,2011-06-29,Malaysia,Chinese Taipei,Asia,Asia,2.0,1.0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,No,Malaysia,Chinese Taipei,3.0
3385,2011-06-29,Mongolia,Myanmar,Asia,Asia,1.0,0.0,FIFA World Cup qualification,Ulaanbaatar,Mongolia,No,Mongolia,Myanmar,1.0
3386,2011-06-29,Nepal,Timor-Leste,Asia,Asia,2.0,1.0,FIFA World Cup qualification,Kathmandu,Nepal,No,Nepal,Timor-Leste,3.0
3387,2011-06-29,Sri Lanka,Philippines,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Colombo,Sri Lanka,No,Draw,Draw,2.0
3388,2011-06-29,Vietnam,Macau,Asia,Asia,6.0,0.0,FIFA World Cup qualification,Ho Chi Minh City,Vietnam,No,Vietnam,Macau,6.0
3389,2011-07-02,Nepal,Timor-Leste,Asia,Asia,5.0,0.0,FIFA World Cup qualification,Kathmandu,Nepal,No,Nepal,Timor-Leste,5.0
3390,2011-07-02,Turks and Caicos Islands,Bahamas,North America,North America,0.0,4.0,FIFA World Cup qualification,Providenciales,Turks and Caicos Islands,No,Bahamas,Turks and Caicos Islands,4.0
3391,2011-07-03,Myanmar,Mongolia,Asia,Asia,2.0,0.0,FIFA World Cup qualification,Yangon,Myanmar,No,Myanmar,Mongolia,2.0
3392,2011-07-03,Laos,Cambodia,Asia,Asia,6.0,2.0,FIFA World Cup qualification,Vientiane,Laos,No,Laos,Cambodia,8.0
3393,2011-07-03,Macau,Vietnam,Asia,Asia,1.0,7.0,FIFA World Cup qualification,Macau,Macau,No,Vietnam,Macau,8.0
3394,2011-07-03,Pakistan,Bangladesh,Asia,Asia,0.0,0.0,FIFA World Cup qualification,Lahore,Pakistan,No,Draw,Draw,0.0
3395,2011-07-03,Palestine,Afghanistan,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Al-Ram,Palestine,No,Draw,Draw,2.0
3396,2011-07-03,Philippines,Sri Lanka,Asia,Asia,4.0,0.0,FIFA World Cup qualification,Manila,Philippines,No,Philippines,Sri Lanka,4.0
3397,2011-07-03,US Virgin Islands,British Virgin Islands,North America,North America,2.0,0.0,FIFA World Cup qualification,Charlotte Amalie,US Virgin Islands,No,US Virgin Islands,British Virgin Islands,2.0
3398,2011-07-08,Aruba,St. Lucia,North America,North America,4.0,2.0,FIFA World Cup qualification,Oranjestad,Aruba,No,Aruba,St. Lucia,6.0
3399,2011-07-08,Dominican Republic,Anguilla,North America,North America,2.0,0.0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,No,Dominican Republic,Anguilla,2.0
3400,2011-07-09,Bahamas,Turks and Caicos Islands,North America,North America,6.0,0.0,FIFA World Cup qualification,Nassau,Bahamas,No,Bahamas,Turks and Caicos Islands,6.0
3401,2011-07-10,British Virgin Islands,US Virgin Islands,North America,North America,1.0,2.0,FIFA World Cup qualification,Road Town,British Virgin Islands,No,US Virgin Islands,British Virgin Islands,3.0
3402,2011-07-10,Dominican Republic,Anguilla,North America,North America,4.0,0.0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,No,Dominican Republic,Anguilla,4.0
3403,2011-07-12,St. Lucia,Aruba,North America,North America,4.0,2.0,FIFA World Cup qualification,Castries,St. Lucia,No,St. Lucia,Aruba,6.0
3404,2011-07-17,Belize,Montserrat,North America,North America,3.0,1.0,FIFA World Cup qualification,San Pedro Sula,Honduras,No,Belize,Montserrat,4.0
3405,2011-07-23,China PR,Laos,Asia,Asia,7.0,2.0,FIFA World Cup qualification,Kunming,China PR,No,China PR,Laos,9.0
3406,2011-07-23,IR Iran,Maldives,Asia,Africa,4.0,0.0,FIFA World Cup qualification,Tehran,IR Iran,No,IR Iran,Maldives,4.0
3407,2011-07-23,Iraq,Yemen,Asia,Asia,2.0,0.0,FIFA World Cup qualification,Erbil,Iraq,No,Iraq,Yemen,2.0
3408,2011-07-23,Jordan,Nepal,Asia,Asia,9.0,0.0,FIFA World Cup qualification,Amman,Jordan,No,Jordan,Nepal,9.0
3409,2011-07-23,Kuwait,Philippines,Asia,Asia,3.0,0.0,FIFA World Cup qualification,Hawalli,Kuwait,No,Kuwait,Philippines,3.0
3410,2011-07-23,Lebanon,Bangladesh,Asia,Asia,4.0,0.0,FIFA World Cup qualification,Beirut,Lebanon,No,Lebanon,Bangladesh,4.0
3411,2011-07-23,Oman,Myanmar,Asia,Asia,2.0,0.0,FIFA World Cup qualification,Muscat,Oman,No,Oman,Myanmar,2.0
3412,2011-07-23,Qatar,Vietnam,Asia,Asia,3.0,0.0,FIFA World Cup qualification,Doha,Qatar,No,Qatar,Vietnam,3.0
3413,2011-07-23,Saudi Arabia,Hong Kong,Asia,Asia,3.0,0.0,FIFA World Cup qualification,Dammam,Saudi Arabia,No,Saudi Arabia,Hong Kong,3.0
3414,2011-07-23,Singapore,Malaysia,Asia,Asia,5.0,3.0,FIFA World Cup qualification,Singapore,Singapore,No,Singapore,Malaysia,8.0
3415,2011-07-23,Syria,Tajikistan,Asia,Asia,0.0,3.0,FIFA World Cup qualification,Amman,Jordan,No,Tajikistan,Syria,3.0
3416,2011-07-23,Thailand,Palestine,Asia,Asia,1.0,0.0,FIFA World Cup qualification,Buriram,Thailand,No,Thailand,Palestine,1.0
3417,2011-07-23,Turkmenistan,Indonesia,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Ashgabat,Turkmenistan,No,Draw,Draw,2.0
3418,2011-07-23,United Arab Emirates,India,Asia,Asia,3.0,0.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,No,United Arab Emirates,India,3.0
3419,2011-07-23,Uzbekistan,Kyrgyz Republic,Asia,Asia,4.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,No,Uzbekistan,Kyrgyz Republic,4.0
3420,2011-07-28,Bangladesh,Lebanon,Asia,Asia,2.0,0.0,FIFA World Cup qualification,Dhaka,Bangladesh,No,Bangladesh,Lebanon,2.0
3421,2011-07-28,Myanmar,Oman,Asia,Asia,0.0,2.0,FIFA World Cup qualification,Yangon,Myanmar,No,Oman,Myanmar,2.0
3422,2011-07-28,Hong Kong,Saudi Arabia,Asia,Asia,0.0,5.0,FIFA World Cup qualification,Siu Sai Wan,Hong Kong,No,Saudi Arabia,Hong Kong,5.0
3423,2011-07-28,India,United Arab Emirates,Asia,Asia,2.0,2.0,FIFA World Cup qualification,New Delhi,India,No,Draw,Draw,4.0
3424,2011-07-28,Indonesia,Turkmenistan,Asia,Asia,4.0,3.0,FIFA World Cup qualification,Jakarta,Indonesia,No,Indonesia,Turkmenistan,7.0
3425,2011-07-28,Kyrgyz Republic,Uzbekistan,Asia,Asia,0.0,3.0,FIFA World Cup qualification,Bishkek,Kyrgyz Republic,No,Uzbekistan,Kyrgyz Republic,3.0
3426,2011-07-28,Laos,China PR,Asia,Asia,1.0,6.0,FIFA World Cup qualification,Vientiane,Laos,No,China PR,Laos,7.0
3427,2011-07-28,Malaysia,Singapore,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,No,Draw,Draw,2.0
3428,2011-07-28,Maldives,IR Iran,Africa,Asia,0.0,1.0,FIFA World Cup qualification,Malé,Maldives,No,IR Iran,Maldives,1.0
3429,2011-07-28,Nepal,Jordan,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Kathmandu,Nepal,No,Draw,Draw,2.0
3430,2011-07-28,Palestine,Thailand,Asia,Asia,2.0,2.0,FIFA World Cup qualification,Al-Ram,Palestine,No,Draw,Draw,4.0
3431,2011-07-28,Philippines,Kuwait,Asia,Asia,1.0,2.0,FIFA World Cup qualification,Manila,Philippines,No,Kuwait,Philippines,3.0
3432,2011-07-28,Tajikistan,Syria,Asia,Asia,3.0,0.0,FIFA World Cup qualification,Tursunzoda,Tajikistan,No,Tajikistan,Syria,3.0
3433,2011-07-28,Vietnam,Qatar,Asia,Asia,2.0,1.0,FIFA World Cup qualification,Hanoi,Vietnam,No,Vietnam,Qatar,3.0
3434,2011-07-28,Yemen,Iraq,Asia,Asia,0.0,0.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,No,Draw,Draw,0.0
3435,2011-09-02,Antigua and Barbuda,Curaçao,North America,North America,5.0,2.0,FIFA World Cup qualification,St. John's,Antigua and Barbuda,No,Antigua and Barbuda,Curaçao,7.0
3436,2011-09-02,Australia,Thailand,Oceania,Asia,2.0,1.0,FIFA World Cup qualification,Brisbane,Australia,No,Australia,Thailand,3.0
3437,2011-09-02,Bahrain,Qatar,Asia,Asia,0.0,0.0,FIFA World Cup qualification,Riffa,Bahrain,No,Draw,Draw,0.0
3438,2011-09-02,Canada,St. Lucia,North America,North America,4.0,1.0,FIFA World Cup qualification,Toronto,Canada,No,Canada,St. Lucia,5.0
3439,2011-09-02,China PR,Singapore,Asia,Asia,2.0,1.0,FIFA World Cup qualification,Kunming,China PR,No,China PR,Singapore,3.0
3440,2011-09-02,Dominica,Nicaragua,North America,North America,0.0,2.0,FIFA World Cup qualification,Roseau,Dominica,No,Nicaragua,Dominica,2.0
3441,2011-09-02,El Salvador,Dominican Republic,North America,North America,3.0,2.0,FIFA World Cup qualification,San Salvador,El Salvador,No,El Salvador,Dominican Republic,5.0
3442,2011-09-02,Grenada,Belize,North America,North America,0.0,3.0,FIFA World Cup qualification,St. George's,Grenada,No,Belize,Grenada,3.0
3443,2011-09-02,Guyana,Barbados,South America,North America,2.0,0.0,FIFA World Cup qualification,Providence,Guyana,No,Guyana,Barbados,2.0
3444,2011-09-02,Haiti,US Virgin Islands,North America,North America,6.0,0.0,FIFA World Cup qualification,Port-au-Prince,Haiti,No,Haiti,US Virgin Islands,6.0
3445,2011-09-02,IR Iran,Indonesia,Asia,Asia,3.0,0.0,FIFA World Cup qualification,Tehran,IR Iran,No,IR Iran,Indonesia,3.0
3446,2011-09-02,Iraq,Jordan,Asia,Asia,0.0,2.0,FIFA World Cup qualification,Erbil,Iraq,No,Jordan,Iraq,2.0
3447,2011-09-02,Japan,Korea DPR,Asia,Asia,1.0,0.0,FIFA World Cup qualification,Saitama,Japan,No,Japan,Korea DPR,1.0
3448,2011-09-02,Korea Republic,Lebanon,Asia,Asia,6.0,0.0,FIFA World Cup qualification,Goyang,Korea Republic,No,Korea Republic,Lebanon,6.0
3449,2011-09-02,Oman,Saudi Arabia,Asia,Asia,0.0,0.0,FIFA World Cup qualification,Muscat,Oman,No,Draw,Draw,0.0
3450,2011-09-02,St. Kitts and Nevis,Puerto Rico,North America,North America,0.0,0.0,FIFA World Cup qualification,Basseterre,St. Kitts and Nevis,No,Draw,Draw,0.0
3451,2011-09-02,Suriname,Cayman Islands,South America,North America,1.0,0.0,FIFA World Cup qualification,Paramaribo,Suriname,No,Suriname,Cayman Islands,1.0
3452,2011-09-02,Tajikistan,Uzbekistan,Asia,Asia,0.0,1.0,FIFA World Cup qualification,Tursunzoda,Tajikistan,No,Uzbekistan,Tajikistan,1.0
3453,2011-09-02,Trinidad and Tobago,Bermuda,South America,North America,1.0,0.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,No,Trinidad and Tobago,Bermuda,1.0
3454,2011-09-02,United Arab Emirates,Kuwait,Asia,Asia,2.0,3.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,No,Kuwait,United Arab Emirates,5.0
3455,2011-09-06,Barbados,Trinidad and Tobago,North America,South America,0.0,2.0,FIFA World Cup qualification,Bridgetown,Barbados,No,Trinidad and Tobago,Barbados,2.0
3456,2011-09-06,Belize,Guatemala,North America,North America,1.0,2.0,FIFA World Cup qualification,Belmopan,Belize,No,Guatemala,Belize,3.0
3457,2011-09-06,Cayman Islands,El Salvador,North America,North America,1.0,4.0,FIFA World Cup qualification,George Town,Cayman Islands,No,El Salvador,Cayman Islands,5.0
3458,2011-09-06,Curaçao,Haiti,North America,North America,2.0,4.0,FIFA World Cup qualification,Willemstad,Curaçao,No,Haiti,Curaçao,6.0
3459,2011-09-06,Dominican Republic,Suriname,North America,South America,1.0,1.0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,No,Draw,Draw,2.0
3460,2011-09-06,Guyana,Bermuda,South America,North America,2.0,1.0,FIFA World Cup qualification,Georgetown,Guyana,No,Guyana,Bermuda,3.0
3461,2011-09-06,Indonesia,Bahrain,Asia,Asia,0.0,2.0,FIFA World Cup qualification,Jakarta,Indonesia,No,Bahrain,Indonesia,2.0
3462,2011-09-06,Jordan,China PR,Asia,Asia,2.0,1.0,FIFA World Cup qualification,Amman,Jordan,No,Jordan,China PR,3.0
3463,2011-09-06,Korea DPR,Tajikistan,Asia,Asia,1.0,0.0,FIFA World Cup qualification,Pyongyang,Korea DPR,No,Korea DPR,Tajikistan,1.0
3464,2011-09-06,Kuwait,Korea Republic,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Kuwait City,Kuwait,No,Draw,Draw,2.0
3465,2011-09-06,Lebanon,United Arab Emirates,Asia,Asia,3.0,1.0,FIFA World Cup qualification,Beirut,Lebanon,No,Lebanon,United Arab Emirates,4.0
3466,2011-09-06,Nicaragua,Panama,North America,North America,1.0,2.0,FIFA World Cup qualification,Managua,Nicaragua,No,Panama,Nicaragua,3.0
3467,2011-09-06,Puerto Rico,Canada,North America,North America,0.0,3.0,FIFA World Cup qualification,Bayamón,Puerto Rico,No,Canada,Puerto Rico,3.0
3468,2011-09-06,Qatar,IR Iran,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Doha,Qatar,No,Draw,Draw,2.0
3469,2011-09-06,Saudi Arabia,Australia,Asia,Oceania,1.0,3.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,No,Australia,Saudi Arabia,4.0
3470,2011-09-06,Singapore,Iraq,Asia,Asia,0.0,2.0,FIFA World Cup qualification,Singapore,Singapore,No,Iraq,Singapore,2.0
3471,2011-09-06,St. Lucia,St. Kitts and Nevis,North America,North America,2.0,4.0,FIFA World Cup qualification,Gros Islet,St. Lucia,No,St. Kitts and Nevis,St. Lucia,6.0
3472,2011-09-06,Thailand,Oman,Asia,Asia,3.0,0.0,FIFA World Cup qualification,Bangkok,Thailand,No,Thailand,Oman,3.0
3473,2011-09-06,Uzbekistan,Japan,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Tashkent,Uzbekistan,No,Draw,Draw,2.0
3474,2011-09-06,US Virgin Islands,Antigua and Barbuda,North America,North America,1.0,8.0,FIFA World Cup qualification,Frederiksted,US Virgin Islands,No,Antigua and Barbuda,US Virgin Islands,9.0
3475,2011-10-07,Argentina,Chile,South America,South America,4.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,No,Argentina,Chile,5.0
3476,2011-10-07,Barbados,Guyana,North America,South America,0.0,2.0,FIFA World Cup qualification,Bridgetown,Barbados,No,Guyana,Barbados,2.0
3477,2011-10-07,Belize,Grenada,North America,North America,1.0,4.0,FIFA World Cup qualification,Belmopan,Belize,No,Grenada,Belize,5.0
3478,2011-10-07,Bermuda,Trinidad and Tobago,North America,South America,2.0,1.0,FIFA World Cup qualification,Hamilton,Bermuda,No,Bermuda,Trinidad and Tobago,3.0
3479,2011-10-07,Cayman Islands,Suriname,North America,South America,0.0,1.0,FIFA World Cup qualification,George Town,Cayman Islands,No,Suriname,Cayman Islands,1.0
3480,2011-10-07,Curaçao,Antigua and Barbuda,North America,North America,0.0,1.0,FIFA World Cup qualification,Willemstad,Curaçao,No,Antigua and Barbuda,Curaçao,1.0
3481,2011-10-07,Dominica,Panama,North America,North America,0.0,5.0,FIFA World Cup qualification,Roseau,Dominica,No,Panama,Dominica,5.0
3482,2011-10-07,Dominican Republic,El Salvador,North America,North America,1.0,2.0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,No,El Salvador,Dominican Republic,3.0
3483,2011-10-07,Ecuador,Venezuela,South America,South America,2.0,0.0,FIFA World Cup qualification,Quito,Ecuador,No,Ecuador,Venezuela,2.0
3484,2011-10-07,Peru,Paraguay,South America,South America,2.0,0.0,FIFA World Cup qualification,Lima,Peru,No,Peru,Paraguay,2.0
3485,2011-10-07,Puerto Rico,St. Kitts and Nevis,North America,North America,1.0,1.0,FIFA World Cup qualification,Bayamón,Puerto Rico,No,Draw,Draw,2.0
3486,2011-10-07,St. Lucia,Canada,North America,North America,0.0,7.0,FIFA World Cup qualification,Gros Islet,St. Lucia,No,Canada,St. Lucia,7.0
3487,2011-10-07,Uruguay,Bolivia,South America,South America,4.0,2.0,FIFA World Cup qualification,Montevideo,Uruguay,No,Uruguay,Bolivia,6.0
3488,2011-10-07,US Virgin Islands,Haiti,North America,North America,0.0,7.0,FIFA World Cup qualification,Frederiksted,US Virgin Islands,No,Haiti,US Virgin Islands,7.0
3489,2011-10-11,Antigua and Barbuda,US Virgin Islands,North America,North America,10.0,0.0,FIFA World Cup qualification,St. John's,Antigua and Barbuda,No,Antigua and Barbuda,US Virgin Islands,10.0
3490,2011-10-11,Australia,Oman,Oceania,Asia,3.0,0.0,FIFA World Cup qualification,Sydney,Australia,No,Australia,Oman,3.0
3491,2011-10-11,Bermuda,Guyana,North America,South America,1.0,1.0,FIFA World Cup qualification,Hamilton,Bermuda,No,Draw,Draw,2.0
3492,2011-10-11,Bolivia,Colombia,South America,South America,1.0,2.0,FIFA World Cup qualification,La Paz,Bolivia,No,Colombia,Bolivia,3.0
3493,2011-10-11,Canada,Puerto Rico,North America,North America,0.0,0.0,FIFA World Cup qualification,Toronto,Canada,No,Draw,Draw,0.0
3494,2011-10-11,Chile,Peru,South America,South America,4.0,2.0,FIFA World Cup qualification,Santiago,Chile,No,Chile,Peru,6.0
3495,2011-10-11,China PR,Iraq,Asia,Asia,0.0,1.0,FIFA World Cup qualification,Shenzhen,China PR,No,Iraq,China PR,1.0
3496,2011-10-11,El Salvador,Cayman Islands,North America,North America,4.0,0.0,FIFA World Cup qualification,San Salvador,El Salvador,No,El Salvador,Cayman Islands,4.0
3497,2011-10-11,Guatemala,Belize,North America,North America,3.0,1.0,FIFA World Cup qualification,Guatemala,Guatemala,No,Guatemala,Belize,4.0
3498,2011-10-11,Haiti,Curaçao,North America,North America,2.0,2.0,FIFA World Cup qualification,Port-au-Prince,Haiti,No,Draw,Draw,4.0
3499,2011-10-11,Indonesia,Qatar,Asia,Asia,2.0,3.0,FIFA World Cup qualification,Jakarta,Indonesia,No,Qatar,Indonesia,5.0
3500,2011-10-11,IR Iran,Bahrain,Asia,Asia,6.0,0.0,FIFA World Cup qualification,Tehran,IR Iran,No,IR Iran,Bahrain,6.0
3501,2011-10-11,Japan,Tajikistan,Asia,Asia,8.0,0.0,FIFA World Cup qualification,Osaka,Japan,No,Japan,Tajikistan,8.0
3502,2011-10-11,Korea DPR,Uzbekistan,Asia,Asia,0.0,1.0,FIFA World Cup qualification,Pyongyang,Korea DPR,No,Uzbekistan,Korea DPR,1.0
3503,2011-10-11,Korea Republic,United Arab Emirates,Asia,Asia,2.0,1.0,FIFA World Cup qualification,Suwon,Korea Republic,No,Korea Republic,United Arab Emirates,3.0
